-5.310075993303354e-06, 0.005701488684902992
-0.00010719555757740529, 0.005328605623096298
-0.0002469848247026729, 0.005278272486975876
-0.0004671320932259082, 0.005227631183855661
-0.0007729334764100537, 0.005176375490927266
-0.0011667619666852203, 0.005124823650950197
-0.001657535119893111, 0.005073244246355747
-0.002244508093258213, 0.005021706089128353
-0.0029261670125451944, 0.004970109980579893
-0.0037091135232935613, 0.004918514073249465
-0.004591041543636959, 0.004866937258959423
-0.005569427805849181, 0.004815272196388204
-0.006650263818716251, 0.004763577895637191
-0.007830828092190684, 0.004711877119372672
-0.009108327523084797, 0.004660062164495519
-0.010488589802035764, 0.0046081910923067865
-0.011968781732054568, 0.0045562876958172216
-0.013546037475079847, 0.004504243962760104
-0.015226140506478164, 0.004452117158322057
-0.017006227574758004, 0.004399931882480485
-0.018883413170805025, 0.0043475800285618085
-0.02086346879345774, 0.004295118151411612
-0.02294352316144105, 0.004242571601012271
-0.025120685412099858, 0.004189832230461648
-0.02740072376839084, 0.004136955905174429
-0.029780764864147324, 0.004083968707917451
-0.032257916347907506, 0.0040307624648348
-0.03483794551539224, 0.003977392357392205
-0.03751797852040603, 0.003923885195900584
-0.040295122565928265, 0.003870132782524309
-0.043162887363211694, 0.003816649655883034
-0.046116669666488946, 0.0037629824160747656
-0.04914231842691549, 0.0037102326159316945
-0.05225815340499909, 0.003664558057483599
-0.05545311067969799, 0.003604203992241115
-0.05868072646328798, 0.0034901755565994895
-0.06192925727064996, 0.003321274650343402
-0.06519841087605469, 0.0031222588812651487
-0.06850844845393989, 0.002893833965475454
-0.07185836572581333, 0.002641276596526804
-0.07524995319960759, 0.002370825210835844
-0.07867201196571347, 0.002095954382416035
-0.0820342239692203, 0.0018419550327042349
-0.08534650277662864, 0.0016170618751434659
-0.08868333059576991, 0.0014004255924863435
-0.09194549604017893, 0.0011711934481408838
-0.09518425155400556, 0.000957723889303315
-0.09852292334234128, 0.0007245838781269817
-0.10181881552432298, 0.0005004923523982095
-0.10516451929579215, 0.0002848133277124109
-0.10861550295033515, 5.525009807929009e-05
-0.11234609690276343, -0.0002794443493572712
-0.1163433500298563, -0.0007143137973652488
-0.12057820477404319, -0.0012608743755469897
-0.12492451079946987, -0.001819281795919528
-0.12909799618751727, -0.0022407375694169264
-0.13319538305431552, -0.00261926262566606
-0.13720360151232755, -0.0029647148137982014
-0.14118562411113506, -0.0033286436387721724
-0.14518051743568347, -0.0037085655809816175
